TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.thealgorithms.datastructures.hashmap.hashing.HashMap,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7215136054421769,166,56
com.thealgorithms.datastructures.hashmap.hashing.HashMap,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7215136054421769,166,56
