TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.thealgorithms.datastructures.trees.BSTRecursiveGeneric,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8495934959349594,239,174
com.thealgorithms.datastructures.trees.BSTRecursiveGeneric,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8495934959349594,239,174
